comment,language,platform,label
ফুটেজ তো ভালোই আছে সবার কাছে। সকল মিডিয়া এসব ফুটেজ প্রকাশ করা শুরু করুন। কিভাবে সামরিক বাহিনিরা আক্রমন করেছিল।,Bangla,Facebook,Neutral
অধিকাংশ পুলিশের আচরণ ছিল হিংস্র পশুর চেয়েও ভয়ানক।,Bangla,Facebook,Positive
এই অনুসন্ধান আগে কোথায় ছিলো?,Bangla,Facebook,Positive
সাংবাদিকদের উচিত সত্যটা সবার আগেই তুলে ধরা।,Bangla,Facebook,Neutral
"যখন পুলিশ ছাত্রদের গুলি করেছিল ,তখন পুলিশের মায়া কোথায় ছিল।",Bangla,Facebook,Positive
প্রত্যেক ক্রিয়ারই সমান ও বিপরীত প্রতিক্রিয়া রয়েছে।,Bangla,Facebook,Neutral
চোখ দিয়ে পানি এসে গেলো।এতো কষ্ট করে দেশ স্বাধীন করলাম ,Bangla,Youtube,Positive
শেখ হাসিনা অনেক ভাগ্যবান ১৯৭৫ থেকে বার বার বেঁচে গেছেন। রাখে আল্লাহ মারে কে।,Bangla,Youtube,Negative
৫ই আগষ্ট আমার জীবনের এক অবিস্মরণীয় দিন। এই দিনটির কথা জীবনেও ভুলবো না।,Bangla,Youtube,Neutral
৫ আগষ্ট গনভবন ঘেরাও কর্মসূচি না ঘোষণা করলে আমরা হয়তো স্বৈরাচারী কে সরাতে পারতাম না,Bangla,Youtube,Positive
সবকিছু মিলিয়ে আলহামদুলিল্লাহ। আল্লাহ বড় বিচারক। আলহামদুলিল্লাহ,Bangla,Youtube,Neutral
ক্ষমতা চিরস্থায়ী নয় আমার কতো ভাই বোনের রক্ত ঝরলো।,Bangla,Youtube,Positive
শুনতে কেমন জানি শান্তি অনুভব হয়,Bangla,Youtube,Positive
"আলহামদুলিল্লাহ,, সেদিন অনেক খুশির দিন ছিলো,,যারা জীবন দিয়ে শহীদ হয়েছে,, এখনো অনেকে আহাত আছে ন,,তাদের সকলে কৃতিত্ব",Bangla,Youtube,Positive
ঐতিহাসিক পলায়ন ছিল এবং সাথে সাথে দেশের প্রায় সকল শ্রেণীর মানুষ খুশি হয়েছি,Bangla,Youtube,Positive
আলহামদুলিল্লাহ এদিনের অপেক্ষাই ছিলাম,Bangla,Youtube,Positive
"আপনি যে বললেন ঐদিন ফজরের নামাজ পড়েছেন।আপনি কিভাবে নিশ্চিত হলেন?? আল্লাহর ভয় যাদের হৃদয়ে থাকে, তারা সাধারণ মানুষ হত্যায় লিপ্ত থাকতে পারেনা।",Bangla,Youtube,Positive
সব কিছু দেখলে চোখে পানি চলে আসে। এখোনো বুক কাপে সেসব দিন মনে পরলে ।,Bangla,Youtube,Positive
"এই স্বৈরশাসকের পালিয়ে যাওয়ার পর,জীবনের স্বাদ ফিরে পেয়েছি।",Bangla,Youtube,Positive
এই খবর যত দেখি শুনি ততই শান্তি পাই কিন্তু আমার ভাই বোনের মৃত্যুতে আমরা খুবই কষ্ট পাই ,Bangla,Youtube,Positive
শেখ হাসিনা ও শেখ পরিবার বাংলাদেশের জন্য অভিশাপ,Bangla,Youtube,Positive
আল্লাহর রহমতে সফল হয়েছে,Bangla,Youtube,Positive
ঐ দিনটার জন্যই আল্লাহ কাছে অনেক প্রর্থনা করছি যেমন কর্ম তেমন ফল,Bangla,Youtube,Positive
"৫ই আগস্ট ফজর নামাজ পড়েছেন ঘুম থেকে উঠে, অথচ আমাদের চোখে ঘুম ছিল না। তাহাজ্জুদ এর পর হাত তুলতেই কান্না চলে আসছিল আমাদের ভাইদের জন্য।",Bangla,Youtube,Positive
আলহামদুলিল্লাহ স্বৈরাচার জুলুমবাজ নিপাত যাক,Bangla,Youtube,Positive
দেশবাসীকে আল্লাহ রক্ষা করেছেন ফ্যাসিস্ট স্যাডিস্ট সাইকোপ্যাথ হাসিনা’র হাত থেকে আলহামদুলিল্লাহ।,Bangla,Youtube,Positive
এতদিন শুধু মাত্র মুক্তিযুদ্ধের ইতিহাস পড়েছি । এই জুলাই-আগস্ট বিপ্লবে মুক্তিযুদ্ধের অনুভূতি পেয়েছি । স্বাধীনতা যে কতটি কাঙ্ক্ষিত এই বিপ্লবের মাধ্যমে বুঝতে পেরেছি‌।,Bangla,Youtube,Positive
৪ আগষ্টের রাত ভুলার মতো না।,Bangla,Youtube,Positive
"জীবনের সবচেয়ে খুশির দিন, কিন্তু দুঃখ হয় কতগুলো তাজা প্রান চলে গেল,",Bangla,Youtube,Positive
আল্লাহ নিজ হাত্এএই বিজয় দিয়েছেন,Bangla,Youtube,Positive
ঐদিন দুনিয়ায় ছিলাম না কোথায় ছিলাম সেই অনুভূতি ছিল না,Bangla,Youtube,Positive
দিনটি বাংগালীর জন্য জাতির ইতিহাস হয়ে থাকবে,Bangla,Youtube,Positive
১৬ বছরে এত মানুষ মারার পরেও ভোরে ঘুম থেকে উঠে নামাজ?! হাসি পেল খুব। ,Bangla,Youtube,Positive
